record_id,date,department,description,cluster,semantic_cluster,problem_category,week
OP0455,2026-09-10,Product,the new navigation is causing repeated user complaints during the morning. the team has requested investigation.,4,1,Product & UI Usability,2026-09-07
OP0226,2026-09-10,DevOps,build jobs are taking unusually long to complete near the end of the workday. the issue was noticed during normal operations.,7,6,Deployment & CI,2026-09-07
OP0753,2026-09-10,DevOps,deployment pipeline fails after recent code changes during remote access. the problem is causing delays for routine work.,2,6,Deployment & CI,2026-09-07
OP0426,2026-09-10,Database,applications intermittently fail when accessing stored data when workload increases. the problem is causing delays for routine work.,9,0,Database & Performance,2026-09-07
OP0843,2026-09-10,DevOps,release automation is generating repeated errors after a recent update. the problem is causing delays for routine work.,2,6,Deployment & CI,2026-09-07
OP0695,2026-09-11,IT,wi-fi connectivity is inconsistent on the office floor near the end of the workday. employees say the issue is becoming more frequent.,1,7,Network & VPN,2026-09-07
OP0989,2026-09-11,Product,customers are struggling to find features after the redesign during normal business hours. employees say the issue is becoming more frequent.,3,1,Product & UI Usability,2026-09-07
OP0684,2026-09-11,Communication,teams are missing important project updates during peak usage. the problem is still occurring.,4,9,Internal Communication,2026-09-07
OP0552,2026-09-11,Security,multiple accounts show unfamiliar sign-in attempts during the morning. employees say the issue is becoming more frequent.,1,3,Security & Authentication,2026-09-07
OP0380,2026-09-11,Communication,project updates are arriving too late for affected teams during remote access. employees say the issue is becoming more frequent.,1,9,Internal Communication,2026-09-07
OP0439,2026-09-11,IT,wi-fi connectivity is inconsistent on the office floor when workload increases. the problem is still occurring.,4,7,Network & VPN,2026-09-07
OP0718,2026-09-11,Operations,warehouse records take too long to synchronize when workload increases. the issue was noticed during normal operations.,4,5,Inventory & Synchronization,2026-09-07
OP0511,2026-09-11,Product,users are confused by the latest interface changes after a recent update. the issue was noticed during normal operations.,6,1,Product & UI Usability,2026-09-07
OP0515,2026-09-11,DevOps,production releases are being delayed by failed deployments after a recent update. the team says it is affecting productivity.,6,6,Deployment & CI,2026-09-07
OP0925,2026-09-11,Communication,employees are receiving conflicting instructions near the end of the workday. several users have described similar behavior.,7,9,Internal Communication,2026-09-07
OP0450,2026-09-11,Product,customers report that important controls are difficult to locate during the afternoon. the problem is still occurring.,3,1,Product & UI Usability,2026-09-07
OP0408,2026-09-11,Communication,employees are receiving conflicting instructions during normal business hours. the problem is causing delays for routine work.,2,9,Internal Communication,2026-09-07
OP0291,2026-09-11,Operations,inventory quantities differ between operational systems during normal business hours. employees say the issue is becoming more frequent.,1,5,Inventory & Synchronization,2026-09-07
OP0943,2026-09-11,Communication,employees are receiving conflicting instructions near the end of the workday. the team has requested investigation.,7,9,Internal Communication,2026-09-07
OP0095,2026-09-11,Facilities,reserved rooms are sometimes occupied by other teams during peak usage. the issue became noticeable after a recent change.,6,8,Meeting Room Management,2026-09-07
OP0653,2026-09-11,HR,managers report a growing backlog of pending requests during the afternoon. the issue became noticeable after a recent change.,5,2,Employee Approvals,2026-09-07
OP0885,2026-09-11,Communication,project updates are arriving too late for affected teams during peak usage. several users have described similar behavior.,7,9,Internal Communication,2026-09-07
OP0216,2026-09-12,Operations,inventory updates are not reflected quickly in the system near the end of the workday. the issue was noticed during normal operations.,7,5,Inventory & Synchronization,2026-09-07
OP0297,2026-09-12,Communication,teams are struggling to keep track of project changes during normal business hours. the issue was reported by several employees.,3,9,Internal Communication,2026-09-07
OP0581,2026-09-12,Operations,stock changes are missing from the dashboard during the afternoon. the team has requested investigation.,4,5,Inventory & Synchronization,2026-09-07
OP0451,2026-09-12,DevOps,deployment pipeline fails after recent code changes after a recent update. the problem is causing delays for routine work.,2,6,Deployment & CI,2026-09-07
OP0471,2026-09-12,HR,requests are moving slowly between approval stages after a recent update. several users have described similar behavior.,5,2,Employee Approvals,2026-09-07
OP0910,2026-09-12,Communication,project information is scattered across multiple channels during the morning. the team says it is affecting productivity.,4,9,Internal Communication,2026-09-07
OP0964,2026-09-12,Customer Support,customers receive errors while completing purchases during peak usage. the team says it is affecting productivity.,0,4,Payments & Checkout,2026-09-07
OP0197,2026-09-12,Security,accounts are generating unexpected security alerts after a recent update. the issue was noticed during normal operations.,7,3,Security & Authentication,2026-09-07
OP0531,2026-09-12,DevOps,deployment jobs are waiting unusually long for resources after a recent update. the problem is causing delays for routine work.,2,6,Deployment & CI,2026-09-07
OP0334,2026-09-12,IT,internal applications become unreachable from remote locations after a recent update. the problem is still occurring.,4,7,Network & VPN,2026-09-07
OP0115,2026-09-12,Facilities,meeting-space bookings are frequently causing scheduling conflicts during the morning. employees say the issue is becoming more frequent.,1,8,Meeting Room Management,2026-09-07
OP0909,2026-09-12,IT,remote access to internal systems is unstable during peak usage. the issue was reported by several employees.,4,7,Network & VPN,2026-09-07
OP0589,2026-09-12,HR,internal approval workflows are causing delays when workload increases. several users have described similar behavior.,2,2,Employee Approvals,2026-09-07
OP0358,2026-09-12,Security,users report suspicious authentication activity during the afternoon. the team has requested investigation.,7,3,Security & Authentication,2026-09-07
OP0010,2026-09-12,DevOps,release automation is generating repeated errors during remote access. several users have described similar behavior.,4,6,Deployment & CI,2026-09-07
OP0263,2026-09-12,Communication,employees are receiving conflicting instructions during the afternoon. the problem is still occurring.,7,9,Internal Communication,2026-09-07
